,Age,Gender,Average GPA,Attendance (%),Internship Done,Placement Status,In_Robotics,In_Coding Club,Knows_Machine Learning,Knows_Java,Knows_C++,Knows_SQL,Knows_Data Science,Knows_Python,Knows_Web Development,Extracirricular Activities,Domain_Consulting,Domain_Core Engineering,Domain_Hardware,Domain_Higher Studies,Domain_None,Domain_Research,Domain_Software,Backlogs_Binned
727,19,0,2.05668455455722,68,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
728,19,0,2.1234584270966104,92,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1
729,18,0,2.0881534822818573,87,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2
730,23,1,2.081938421878423,83,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
731,20,1,2.060513531794317,73,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
732,20,0,2.028148247292285,72,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1
733,22,0,2.0693912058263346,72,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
734,23,0,2.0719132752590443,77,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0
735,19,0,2.0918640616783932,74,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,2
736,21,0,2.0515563381903004,83,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0
737,22,0,2.1412419425852827,72,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
738,20,0,2.060513531794317,65,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
739,21,0,2.086913556518537,67,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,2
740,21,0,2.05668455455722,84,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
741,22,0,2.0360119837525,92,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
742,21,0,2.0731719286662407,95,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
743,22,0,2.1077860146889784,89,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
744,19,1,2.1598687907924505,97,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1
745,21,1,1.9615022438151495,89,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,2
746,23,0,2.1102132003465894,94,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
747,19,0,2.1644717908644115,72,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
748,18,0,2.0794415416798357,60,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
749,18,1,2.1114245875328868,90,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1
750,19,0,2.066862759472976,64,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1
751,21,0,2.0592388343623163,95,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1
752,20,0,2.154085084675602,72,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1
753,22,0,2.0794415416798357,72,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0
754,19,0,2.0412203288596382,80,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1
755,18,1,2.0980179272527715,79,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1
756,18,0,2.080690761080268,62,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
757,18,0,2.046401687601636,75,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1
758,21,1,2.1564025828159643,99,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0
759,20,1,2.0294631718735947,71,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0
760,21,0,2.1016921506146558,72,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
761,23,1,2.0592388343623163,95,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
762,23,0,2.1234584270966104,85,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1
763,19,1,2.1471001901536506,70,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1
764,22,0,2.1210632163706555,72,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
765,22,1,2.096790180014449,86,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
766,19,1,2.1114245875328868,76,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
767,18,0,2.0373166153791646,67,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
768,23,1,2.065596134857783,94,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
769,21,1,2.0082140323914683,60,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
770,20,1,2.0769384114617173,88,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1
771,19,0,2.1174596088673567,88,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
772,21,1,2.0399207835175526,61,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1
773,18,0,2.0592388343623163,89,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1
774,23,1,2.004179057179289,83,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0
775,21,0,2.061786606441115,65,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
776,22,0,2.064327903869788,99,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0
777,20,1,2.0399207835175526,65,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1
778,23,0,2.064327903869788,60,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
779,21,0,2.096790180014449,60,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
780,22,0,2.115049969147204,60,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
781,22,1,2.081938421878423,60,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
782,21,1,2.028148247292285,60,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1
783,22,0,2.0228711901914416,60,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0
784,18,1,2.084429083190875,81,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
785,20,0,2.154085084675602,80,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
786,22,0,2.075684492802124,62,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0
787,18,0,2.0744289998562917,82,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1
788,19,1,2.0781907597781832,72,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1
789,18,1,2.084429083190875,70,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,2
790,22,1,2.0693912058263346,72,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
791,21,1,2.0014800002101243,62,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1
792,20,1,2.0719132752590443,93,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1
793,21,0,2.046401687601636,92,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
794,19,1,2.1258479144939915,98,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,2
795,23,1,2.0693912058263346,67,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
796,19,1,2.048982334195127,82,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1
797,19,0,2.0906287310704004,70,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1
798,23,1,2.0541237336955462,93,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,2
799,18,0,2.1138429683971682,60,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1
800,20,0,2.0425181875752383,83,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0
801,18,0,2.038619547159581,93,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1
802,22,1,2.0515563381903004,72,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0
803,20,1,2.0831845279586703,93,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1
804,23,1,2.0955609235597192,80,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
805,22,1,2.0412203288596382,65,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1
806,21,0,2.0541237336955462,78,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
807,23,1,2.1016921506146558,90,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0
808,21,1,2.131796772013764,60,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0
809,18,0,2.085672091430472,71,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
810,18,1,2.0794415416798357,60,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
811,18,1,2.1234584270966104,93,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1
812,20,0,2.1077860146889784,67,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0
813,21,1,2.030776369698555,91,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
814,23,1,2.0412203288596382,94,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
815,19,0,2.033397603178429,85,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
816,23,1,2.064327903869788,63,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0
817,22,1,2.080690761080268,78,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0
818,23,0,2.093097868127322,67,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
819,19,1,2.1341664413690826,64,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
820,22,1,2.0399207835175526,76,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,2
821,23,0,2.1077860146889784,60,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1
822,20,0,2.0425181875752383,85,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1
823,18,0,2.0794415416798357,66,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
824,18,1,2.0980179272527715,75,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
825,22,0,2.086913556518537,63,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1
826,18,0,2.122261538862764,79,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
827,18,0,2.0241930674493576,69,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1
828,22,0,2.0228711901914416,81,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
829,22,1,2.122261538862764,76,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
830,22,0,2.0744289998562917,92,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1
831,20,1,2.0541237336955462,63,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,2
832,19,0,2.017566137961748,85,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
833,18,0,2.122261538862764,83,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
834,20,1,2.138889000323256,83,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1
835,20,1,2.0918640616783932,72,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1
836,19,1,2.0719132752590443,90,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2
837,23,0,2.065596134857783,77,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1
838,21,1,2.138889000323256,94,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0
839,20,0,2.0693912058263346,80,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0
840,19,0,2.0794415416798357,85,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0
841,18,1,2.066862759472976,69,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
842,19,1,2.0781907597781832,94,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
843,23,1,2.030776369698555,66,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,2
844,22,0,2.061786606441115,90,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
845,18,0,2.157559320943788,67,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0
846,18,1,1.9726911717329554,63,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1
847,21,0,1.9782390361706734,79,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1
848,21,0,2.050270164379556,95,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,2
849,19,1,2.05668455455722,85,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
850,20,1,2.0693912058263346,80,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0
851,19,0,2.0515563381903004,74,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
852,23,0,2.064327903869788,80,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1
853,20,1,2.046401687601636,93,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1
854,20,1,2.0412203288596382,85,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1
855,19,1,2.0831845279586703,78,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1
856,19,1,2.0241930674493576,85,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
857,18,1,2.0373166153791646,67,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
858,18,0,2.0592388343623163,70,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
859,20,1,2.030776369698555,73,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
860,19,1,2.1126345090356,70,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1
861,23,0,2.1041341542702074,84,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1
862,18,1,2.0731719286662407,84,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
864,21,0,2.0781907597781832,64,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
865,23,1,2.0095554142156695,93,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1
866,23,0,2.0992441689760155,63,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1
867,19,1,2.1234584270966104,80,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0
868,22,0,2.0906287310704004,78,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1
869,20,0,1.9933388426264242,67,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1
870,21,0,2.096790180014449,67,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
871,19,0,2.1294214739848565,73,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0
872,23,1,2.089391872533004,60,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
873,21,1,2.1162555148025524,95,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
874,19,1,2.038619547159581,62,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1
875,21,0,2.0425181875752383,77,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
876,20,1,2.1412419425852827,63,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2
877,23,1,2.063058062429312,89,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
878,19,0,2.0438143640366846,81,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1
879,23,1,2.081938421878423,83,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
880,21,1,2.0769384114617173,75,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1
881,19,0,2.0719132752590443,88,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0
882,19,0,2.0320878452963655,99,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0
883,18,0,2.1174596088673567,83,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1
884,20,1,2.0955609235597192,73,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
885,21,1,2.1186622548331173,95,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0
886,20,1,2.089391872533004,73,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
887,18,0,2.169053700369523,66,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,2
888,19,1,2.0955609235597192,71,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1
889,20,1,2.030776369698555,73,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
890,23,0,2.0541237336955462,93,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,2
891,19,1,2.167910189667444,82,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1
892,21,0,2.050270164379556,78,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1
893,18,0,2.075684492802124,90,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1
894,23,1,2.0162354657760435,80,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1
895,23,1,2.012232791986386,71,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0
896,22,0,2.05668455455722,71,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1
897,21,0,2.046401687601636,71,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
898,23,1,2.0943301541735866,82,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0
899,22,0,2.1102132003465894,71,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1
900,23,1,2.063058062429312,99,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
901,18,1,2.0731719286662407,77,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1
902,19,0,2.0831845279586703,91,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1
903,18,0,2.066862759472976,74,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
904,18,1,2.081938421878423,75,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1
905,22,0,2.0228711901914416,81,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
906,19,0,2.1126345090356,75,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1
907,19,1,2.0992441689760155,85,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1
908,22,1,2.1174596088673567,96,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1
909,22,1,2.138889000323256,85,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
910,22,0,2.122261538862764,64,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
911,23,1,2.0980179272527715,92,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0
912,18,1,2.010894999144726,89,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0
913,21,0,2.0425181875752383,83,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0
914,21,1,2.1114245875328868,65,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1
915,22,0,2.066862759472976,76,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1
916,20,1,2.064327903869788,72,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
917,23,0,2.048982334195127,79,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
918,19,0,2.1126345090356,75,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1
919,20,0,2.1186622548331173,97,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0
920,23,0,1.9960599327407849,65,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
921,20,0,2.143589361503588,93,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2
922,18,1,2.0255131996542803,60,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2
923,21,1,2.1138429683971682,61,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1
924,19,0,2.0943301541735866,89,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1
925,23,1,2.1114245875328868,76,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1
926,23,1,2.1090003439213802,71,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1
927,23,1,1.9919755158985601,68,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0
928,21,1,2.063058062429312,90,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
929,19,1,2.0681277817795625,96,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0
930,20,1,2.124653884501384,64,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
931,23,1,1.9960599327407849,65,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
932,22,1,1.9643112344262046,62,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,2
933,22,1,2.096790180014449,86,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
934,23,1,2.0399207835175526,74,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0
935,20,0,2.1162555148025524,64,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1
936,23,0,2.1400661634962708,99,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1
937,23,1,2.089391872533004,60,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
938,21,0,2.0268315914075385,93,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1
939,20,1,2.1482677326096886,84,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
940,19,0,2.1090003439213802,60,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
941,20,1,2.063058062429312,89,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1
942,20,1,2.0831845279586703,78,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0
943,23,1,2.046401687601636,94,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
944,21,1,2.0592388343623163,64,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
945,23,0,2.075684492802124,67,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
946,20,0,2.1198634561787513,68,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
947,22,0,2.1090003439213802,70,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
948,19,1,2.0794415416798357,61,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1
949,21,1,2.154085084675602,98,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1
950,23,1,2.1016921506146558,90,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0
951,23,1,2.0255131996542803,78,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
952,23,1,2.057962510002712,62,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
953,18,1,2.0320878452963655,92,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2
954,20,1,2.1186622548331173,82,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
955,22,0,2.0744289998562917,93,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2
956,23,1,2.064327903869788,80,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1
957,18,0,2.1210632163706555,83,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
958,19,0,2.1162555148025524,99,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
959,21,0,2.081938421878423,84,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
960,19,1,2.0719132752590443,82,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1
961,19,1,2.149433913499871,64,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1
962,21,0,2.0592388343623163,95,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1
963,22,1,2.05668455455722,77,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
964,18,1,1.9726911717329554,63,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1
965,19,0,2.052840859882657,95,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
966,22,1,2.1552445050953364,63,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
967,21,1,2.105352923464337,87,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1
968,19,0,2.0980179272527715,60,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
969,23,0,2.1186622548331173,97,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1
970,21,1,2.0831845279586703,72,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
971,18,1,2.0744289998562917,90,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
